Discipline Code;Work Discipline Code;Work Class Code;Sub Work Class Code;Sub Work Class Description;Pos;Work Step Description;Step Reference;Commodity Group Name;UoM;QCF Code;Subcon. Attnd.;Con. Attnd.;Client Attnd.;ThirdParty Attnd.;Weight;Summary QCF;Gate;Key Quantity Step;Can Manually Progress;Record Status
13;1300E;13211;13211-A2;NON-METALLIC PIPING >=2 INCH;4;JOINING;Ref.4;;LM;;;;;;40;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13211;13211-A2;NON-METALLIC PIPING >=2 INCH;5;FINAL DOC. REVIEW;Ref.5;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
13;1300E;13211;13211-A3;NON-METALLIC PIPING >=2 INCH PIPE LAYING (ACCIONA);1;MATERIAL DELIVERY;Ref.1;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13211;13211-A3;NON-METALLIC PIPING >=2 INCH PIPE LAYING (ACCIONA);2;PIPE CLEANING;Ref.2;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13211;13211-A3;NON-METALLIC PIPING >=2 INCH PIPE LAYING (ACCIONA);3;PIPE LIFTING;Ref.3;;INCH METER;;;;;;60;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13211;13211-A4;NON-METALLIC PIPING >=2 INCH LAMINATION (ACCIONA);1;ALLIGNMENT;Ref.1;;;;;;;;30;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13211;13211-A4;NON-METALLIC PIPING >=2 INCH LAMINATION (ACCIONA);2;FIT-UP;Ref.2;;;;;;;;60;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13211;13211-A4;NON-METALLIC PIPING >=2 INCH LAMINATION (ACCIONA);3;JOINT EXECUTION;Ref.3;;DIA/INCH;;;;;;10;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13212;13212-PR1;METALLIC PIPING >=2 INCH ON RACKS;1;MATERIAL DELIVERY;Ref.1;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13212;13212-PR1;METALLIC PIPING >=2 INCH ON RACKS;2;PIPE CLEANING;Ref.2;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13212;13212-PR1;METALLIC PIPING >=2 INCH ON RACKS;3;PIPE LIFTING;Ref.3;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13212;13212-PR1;METALLIC PIPING >=2 INCH ON RACKS;4;FIT-UP;Ref.4;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13212;13212-PR1;METALLIC PIPING >=2 INCH ON RACKS;5;WELDING;Ref.5;;DIA/INCH;;;;;;20;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13212;13212-PR1;METALLIC PIPING >=2 INCH ON RACKS;6;NDE;Ref.6;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13212;13212-PR1;METALLIC PIPING >=2 INCH ON RACKS;7;PIPING SUPPORT ERECTION;Ref.7;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13212;13212-PR1;METALLIC PIPING >=2 INCH ON RACKS;8;VALVE VERIFICATION;Ref.8;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13212;13212-PR1;METALLIC PIPING >=2 INCH ON RACKS;9;FINAL DOC. REVIEW;Ref.9;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
13;1300E;13212;13212-PR2;NON-METALLIC PIPING >=2 INCH ON RACKS;1;MATERIAL DELIVERY;Ref.1;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13212;13212-PR2;NON-METALLIC PIPING >=2 INCH ON RACKS;2;PIPE CLEANING;Ref.2;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13212;13212-PR2;NON-METALLIC PIPING >=2 INCH ON RACKS;3;PIPE LIFTING;Ref.3;;;;;;;;25;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13212;13212-PR2;NON-METALLIC PIPING >=2 INCH ON RACKS;4;JOINING;Ref.4;;LM;;;;;;40;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13212;13212-PR2;NON-METALLIC PIPING >=2 INCH ON RACKS;5;FINAL DOC. REVIEW;Ref.5;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
13;1300E;13213;13213-SL1;METALLIC PIPING >=2 INCH ON SLEEPERS;1;MATERIAL DELIVERY;Ref.1;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13213;13213-SL1;METALLIC PIPING >=2 INCH ON SLEEPERS;2;PIPE CLEANING;Ref.2;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13213;13213-SL1;METALLIC PIPING >=2 INCH ON SLEEPERS;3;PIPE LIFTING;Ref.3;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13213;13213-SL1;METALLIC PIPING >=2 INCH ON SLEEPERS;4;FIT-UP;Ref.4;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13213;13213-SL1;METALLIC PIPING >=2 INCH ON SLEEPERS;5;WELDING;Ref.5;;DIA/INCH;;;;;;20;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13213;13213-SL1;METALLIC PIPING >=2 INCH ON SLEEPERS;6;NDE;Ref.6;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13213;13213-SL1;METALLIC PIPING >=2 INCH ON SLEEPERS;7;PIPING SUPPORT ERECTION;Ref.7;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13213;13213-SL1;METALLIC PIPING >=2 INCH ON SLEEPERS;8;VALVE VERIFICATION;Ref.8;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13213;13213-SL1;METALLIC PIPING >=2 INCH ON SLEEPERS;9;FINAL DOC. REVIEW;Ref.9;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
13;1300E;13213;13213-SL2;NON-METALLIC PIPING >=2 INCH ON SLEEPERS;1;MATERIAL DELIVERY;Ref.1;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13213;13213-SL2;NON-METALLIC PIPING >=2 INCH ON SLEEPERS;2;PIPE CLEANING;Ref.2;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13213;13213-SL2;NON-METALLIC PIPING >=2 INCH ON SLEEPERS;3;PIPE LIFTING;Ref.3;;;;;;;;25;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13213;13213-SL2;NON-METALLIC PIPING >=2 INCH ON SLEEPERS;4;JOINING;Ref.4;;LM;;;;;;40;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13213;13213-SL2;NON-METALLIC PIPING >=2 INCH ON SLEEPERS;5;FINAL DOC. REVIEW;Ref.5;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
13;1300E;13214;13214-AE1;METALLIC PIPING >=2 INCH ON A.E.;1;MATERIAL DELIVERY;Ref.1;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13214;13214-AE1;METALLIC PIPING >=2 INCH ON A.E.;2;PIPE CLEANING;Ref.2;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13214;13214-AE1;METALLIC PIPING >=2 INCH ON A.E.;3;PIPE LIFTING;Ref.3;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13214;13214-AE1;METALLIC PIPING >=2 INCH ON A.E.;4;FIT-UP;Ref.4;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13214;13214-AE1;METALLIC PIPING >=2 INCH ON A.E.;5;WELDING;Ref.5;;DIA/INCH;;;;;;20;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13214;13214-AE1;METALLIC PIPING >=2 INCH ON A.E.;6;NDE;Ref.6;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13214;13214-AE1;METALLIC PIPING >=2 INCH ON A.E.;7;PIPING SUPPORT ERECTION;Ref.7;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13214;13214-AE1;METALLIC PIPING >=2 INCH ON A.E.;8;VALVE VERIFICATION;Ref.8;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13214;13214-AE1;METALLIC PIPING >=2 INCH ON A.E.;9;FINAL DOC. REVIEW;Ref.9;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
13;1300E;13214;13214-AE2;NON-METALLIC PIPING >=2 INCH ON A.E.;1;MATERIAL DELIVERY;Ref.1;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13214;13214-AE2;NON-METALLIC PIPING >=2 INCH ON A.E.;2;PIPE CLEANING;Ref.2;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13214;13214-AE2;NON-METALLIC PIPING >=2 INCH ON A.E.;3;PIPE LIFTING;Ref.3;;;;;;;;25;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13214;13214-AE2;NON-METALLIC PIPING >=2 INCH ON A.E.;4;JOINING;Ref.4;;LM;;;;;;40;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13214;13214-AE2;NON-METALLIC PIPING >=2 INCH ON A.E.;5;FINAL DOC. REVIEW;Ref.5;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
13;1300E;13215;13215-PR1;METALLIC PIPING >=36 INCH ON RACKS & PIPEWAYS;1;MATERIAL DELIVERY;Ref.1;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13215;13215-PR1;METALLIC PIPING >=36 INCH ON RACKS & PIPEWAYS;2;PIPE CLEANING;Ref.2;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13215;13215-PR1;METALLIC PIPING >=36 INCH ON RACKS & PIPEWAYS;3;PIPE LIFTING;Ref.3;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13215;13215-PR1;METALLIC PIPING >=36 INCH ON RACKS & PIPEWAYS;4;FIT-UP;Ref.4;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13215;13215-PR1;METALLIC PIPING >=36 INCH ON RACKS & PIPEWAYS;5;WELDING;Ref.5;;DIA/INCH;;;;;;20;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13215;13215-PR1;METALLIC PIPING >=36 INCH ON RACKS & PIPEWAYS;6;NDE;Ref.6;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13215;13215-PR1;METALLIC PIPING >=36 INCH ON RACKS & PIPEWAYS;7;PIPING SUPPORT ERECTION;Ref.7;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13215;13215-PR1;METALLIC PIPING >=36 INCH ON RACKS & PIPEWAYS;8;VALVE VERIFICATION;Ref.8;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13215;13215-PR1;METALLIC PIPING >=36 INCH ON RACKS & PIPEWAYS;9;FINAL DOC. REVIEW;Ref.9;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
13;1300E;13216;13216-SL1;METALLIC PIPING >=36 INCH ON SLEEPERS;1;MATERIAL DELIVERY;Ref.1;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13216;13216-SL1;METALLIC PIPING >=36 INCH ON SLEEPERS;2;PIPE CLEANING;Ref.2;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13216;13216-SL1;METALLIC PIPING >=36 INCH ON SLEEPERS;3;PIPE LIFTING;Ref.3;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13216;13216-SL1;METALLIC PIPING >=36 INCH ON SLEEPERS;4;FIT-UP;Ref.4;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13216;13216-SL1;METALLIC PIPING >=36 INCH ON SLEEPERS;5;WELDING;Ref.5;;DIA/INCH;;;;;;20;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13216;13216-SL1;METALLIC PIPING >=36 INCH ON SLEEPERS;6;NDE;Ref.6;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13216;13216-SL1;METALLIC PIPING >=36 INCH ON SLEEPERS;7;PIPING SUPPORT ERECTION;Ref.7;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13216;13216-SL1;METALLIC PIPING >=36 INCH ON SLEEPERS;8;VALVE VERIFICATION;Ref.8;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13216;13216-SL1;METALLIC PIPING >=36 INCH ON SLEEPERS;9;FINAL DOC. REVIEW;Ref.9;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
13;1300E;13217;13217-AE1;METALLIC PIPING >=36 INCH ON A.E.;1;MATERIAL DELIVERY;Ref.1;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13217;13217-AE1;METALLIC PIPING >=36 INCH ON A.E.;2;PIPE CLEANING;Ref.2;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13217;13217-AE1;METALLIC PIPING >=36 INCH ON A.E.;3;PIPE LIFTING;Ref.3;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13217;13217-AE1;METALLIC PIPING >=36 INCH ON A.E.;4;FIT-UP;Ref.4;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13217;13217-AE1;METALLIC PIPING >=36 INCH ON A.E.;5;WELDING;Ref.5;;DIA/INCH;;;;;;20;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13217;13217-AE1;METALLIC PIPING >=36 INCH ON A.E.;6;NDE;Ref.6;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13217;13217-AE1;METALLIC PIPING >=36 INCH ON A.E.;7;PIPING SUPPORT ERECTION;Ref.7;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13217;13217-AE1;METALLIC PIPING >=36 INCH ON A.E.;8;VALVE VERIFICATION;Ref.8;;;;;;;;5;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13217;13217-AE1;METALLIC PIPING >=36 INCH ON A.E.;9;FINAL DOC. REVIEW;Ref.9;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
13;1300E;13221;13221-A1;METALLIC PIPING UP TO 1 1/2 INCH;1;MATERIAL DELIVERY;Ref.1;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13221;13221-A1;METALLIC PIPING UP TO 1 1/2 INCH;2;PIPE CLEANING;Ref.2;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13221;13221-A1;METALLIC PIPING UP TO 1 1/2 INCH;3;PIPE LIFTING;Ref.3;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13221;13221-A1;METALLIC PIPING UP TO 1 1/2 INCH;4;FIT-UP;Ref.4;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
13;1300E;13221;13221-A1;METALLIC PIPING UP TO 1 1/2 INCH;5;WELDING;Ref.5;;DIA/INCH;;;;;;20;FALSE;FALSE;TRUE;TRUE;Active
13;1300E;13221;13221-A1;METALLIC PIPING UP TO 1 1/2 INCH;6;NDE;Ref.6;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
